0	0.000000e+00
1	-1.089008e-07
2	-5.048701e-07
3	-1.366015e-06
4	-2.870346e-06
5	-5.195739e-06
6	-8.519905e-06
7	-1.302035e-05
8	-1.887433e-05
9	-2.625884e-05
10	-3.535055e-05
11	-4.632579e-05
12	-5.936049e-05
13	-7.463017e-05
14	-9.230990e-05
15	-1.125742e-04
16	-1.355972e-04
17	-1.615523e-04
18	-1.906124e-04
19	-2.229497e-04
20	-2.587358e-04
21	-2.981414e-04
22	-3.413368e-04
23	-3.884912e-04
24	-4.397731e-04
25	-4.953501e-04
26	-5.553890e-04
27	-6.200556e-04
28	-6.895147e-04
29	-7.639302e-04
30	-8.434649e-04
31	-9.282806e-04
32	-1.018538e-03
33	-1.114396e-03
34	-1.216013e-03
35	-1.323547e-03
36	-1.437153e-03
37	-1.556986e-03
38	-1.683199e-03
39	-1.815943e-03
40	-1.955370e-03
41	-2.101627e-03
42	-2.254863e-03
43	-2.415223e-03
44	-2.582852e-03
45	-2.757893e-03
46	-2.940487e-03
47	-3.130773e-03
48	-3.328890e-03
49	-3.534975e-03
50	-3.749162e-03
51	-3.971584e-03
52	-4.202375e-03
53	-4.441665e-03
54	-4.689582e-03
55	-4.946254e-03
56	-5.211807e-03
57	-5.486364e-03
58	-5.770047e-03
59	-6.062975e-03
60	-6.365264e-03
61	-6.677026e-03
62	-6.998372e-03
63	-7.329405e-03
64	-7.670224e-03
65	-8.020925e-03
66	-8.381597e-03
67	-8.752323e-03
68	-9.133181e-03
69	-9.524245e-03
70	-9.925586e-03
71	-1.033727e-02
72	-1.075937e-02
73	-1.119194e-02
74	-1.163505e-02
75	-1.208878e-02
76	-1.255321e-02
77	-1.302841e-02
78	-1.351448e-02
79	-1.401151e-02
80	-1.451962e-02
81	-1.503890e-02
82	-1.556948e-02
83	-1.611147e-02
84	-1.666498e-02
85	-1.723012e-02
86	-1.780700e-02
87	-1.839571e-02
88	-1.899633e-02
89	-1.960892e-02
90	-2.023355e-02
91	-2.087025e-02
92	-2.151904e-02
93	-2.217993e-02
94	-2.285294e-02
95	-2.353807e-02
96	-2.423530e-02
97	-2.494463e-02
98	-2.566606e-02
99	-2.639958e-02
100	-2.714520e-02
101	-2.790292e-02
102	-2.867274e-02
103	-2.945467e-02
104	-3.024871e-02
105	-3.105486e-02
106	-3.187311e-02
107	-3.270342e-02
108	-3.354578e-02
109	-3.440013e-02
110	-3.526643e-02
111	-3.614461e-02
112	-3.703459e-02
113	-3.793630e-02
114	-3.884966e-02
115	-3.977460e-02
116	-4.071103e-02
117	-4.165889e-02
118	-4.261812e-02
119	-4.358864e-02
120	-4.457039e-02
121	-4.556332e-02
122	-4.656735e-02
123	-4.758243e-02
124	-4.860848e-02
125	-4.964540e-02
126	-5.069311e-02
127	-5.175151e-02
128	-5.282048e-02
129	-5.389992e-02
130	-5.498968e-02
131	-5.608967e-02
132	-5.719975e-02
133	-5.831980e-02
134	-5.944972e-02
135	-6.058938e-02
136	-6.173869e-02
137	-6.289755e-02
138	-6.406584e-02
139	-6.524348e-02
140	-6.643034e-02
141	-6.762633e-02
142	-6.883132e-02
143	-7.004518e-02
144	-7.126778e-02
145	-7.249899e-02
146	-7.373865e-02
147	-7.498662e-02
148	-7.624275e-02
149	-7.750690e-02
150	-7.877891e-02
151	-8.005865e-02
152	-8.134598e-02
153	-8.264076e-02
154	-8.394284e-02
155	-8.525209e-02
156	-8.656836e-02
157	-8.789149e-02
158	-8.922132e-02
159	-9.055767e-02
160	-9.190037e-02
161	-9.324923e-02
162	-9.460405e-02
163	-9.596465e-02
164	-9.733084e-02
165	-9.870244e-02
166	-1.000793e-01
167	-1.014612e-01
168	-1.028480e-01
169	-1.042396e-01
170	-1.056358e-01
171	-1.070366e-01
172	-1.084418e-01
173	-1.098512e-01
174	-1.112648e-01
175	-1.126824e-01
176	-1.141039e-01
177	-1.155292e-01
178	-1.169580e-01
179	-1.183902e-01
180	-1.198256e-01
181	-1.212640e-01
182	-1.227053e-01
183	-1.241492e-01
184	-1.255956e-01
185	-1.270441e-01
186	-1.284947e-01
187	-1.299470e-01
188	-1.314010e-01
189	-1.328563e-01
190	-1.343128e-01
191	-1.357703e-01
192	-1.372285e-01
193	-1.386872e-01
194	-1.401463e-01
195	-1.416054e-01
196	-1.430644e-01
197	-1.445231e-01
198	-1.459813e-01
199	-1.474387e-01
200	-1.488952e-01
201	-1.503505e-01
202	-1.518045e-01
203	-1.532568e-01
204	-1.547075e-01
205	-1.561561e-01
206	-1.576024e-01
207	-1.590463e-01
208	-1.604876e-01
209	-1.619259e-01
210	-1.633611e-01
211	-1.647929e-01
212	-1.662211e-01
213	-1.676456e-01
214	-1.690661e-01
215	-1.704824e-01
216	-1.718943e-01
217	-1.733017e-01
218	-1.747044e-01
219	-1.761022e-01
220	-1.774949e-01
221	-1.788823e-01
222	-1.802643e-01
223	-1.816405e-01
224	-1.830109e-01
225	-1.843751e-01
226	-1.857330e-01
227	-1.870844e-01
228	-1.884290e-01
229	-1.897666e-01
230	-1.910970e-01
231	-1.924200e-01
232	-1.937355e-01
233	-1.950433e-01
234	-1.963432e-01
235	-1.976350e-01
236	-1.989186e-01
237	-2.001937e-01
238	-2.014602e-01
239	-2.027179e-01
240	-2.039666e-01
241	-2.052061e-01
242	-2.064361e-01
243	-2.076564e-01
244	-2.088668e-01
245	-2.100672e-01
246	-2.112571e-01
247	-2.124366e-01
248	-2.136053e-01
249	-2.147630e-01
250	-2.159097e-01
251	-2.170451e-01
252	-2.181690e-01
253	-2.192812e-01
254	-2.203816e-01
255	-2.214699e-01
256	-2.225459e-01
257	-2.236095e-01
258	-2.246603e-01
259	-2.256982e-01
260	-2.267228e-01
261	-2.277341e-01
262	-2.287317e-01
263	-2.297154e-01
264	-2.306850e-01
265	-2.316404e-01
266	-2.325812e-01
267	-2.335074e-01
268	-2.344187e-01
269	-2.353149e-01
270	-2.361958e-01
271	-2.370612e-01
272	-2.379109e-01
273	-2.387447e-01
274	-2.395623e-01
275	-2.403636e-01
276	-2.411482e-01
277	-2.419159e-01
278	-2.426666e-01
279	-2.434000e-01
280	-2.441158e-01
281	-2.448139e-01
282	-2.454940e-01
283	-2.461560e-01
284	-2.467997e-01
285	-2.474249e-01
286	-2.480313e-01
287	-2.486188e-01
288	-2.491871e-01
289	-2.497361e-01
290	-2.502656e-01
291	-2.507753e-01
292	-2.512649e-01
293	-2.517344e-01
294	-2.521835e-01
295	-2.526119e-01
296	-2.530194e-01
297	-2.534060e-01
298	-2.537713e-01
299	-2.541153e-01
300	-2.544376e-01
301	-2.547383e-01
302	-2.550169e-01
303	-2.552735e-01
304	-2.555078e-01
305	-2.557195e-01
306	-2.559087e-01
307	-2.560750e-01
308	-2.562182e-01
309	-2.563382e-01
310	-2.564349e-01
311	-2.565080e-01
312	-2.565573e-01
313	-2.565827e-01
314	-2.565841e-01
315	-2.565613e-01
316	-2.565141e-01
317	-2.564425e-01
318	-2.563461e-01
319	-2.562250e-01
320	-2.560790e-01
321	-2.559079e-01
322	-2.557116e-01
323	-2.554900e-01
324	-2.552429e-01
325	-2.549702e-01
326	-2.546717e-01
327	-2.543474e-01
328	-2.539970e-01
329	-2.536206e-01
330	-2.532179e-01
331	-2.527890e-01
332	-2.523336e-01
333	-2.518517e-01
334	-2.513432e-01
335	-2.508079e-01
336	-2.502459e-01
337	-2.496570e-01
338	-2.490412e-01
339	-2.483983e-01
340	-2.477282e-01
341	-2.470310e-01
342	-2.463065e-01
343	-2.455546e-01
344	-2.447753e-01
345	-2.439686e-01
346	-2.431344e-01
347	-2.422726e-01
348	-2.413832e-01
349	-2.404662e-01
350	-2.395214e-01
351	-2.385490e-01
352	-2.375488e-01
353	-2.365209e-01
354	-2.354651e-01
355	-2.343816e-01
356	-2.332702e-01
357	-2.321311e-01
358	-2.309641e-01
359	-2.297692e-01
360	-2.285466e-01
361	-2.272961e-01
362	-2.260178e-01
363	-2.247117e-01
364	-2.233779e-01
365	-2.220163e-01
366	-2.206270e-01
367	-2.192100e-01
368	-2.177654e-01
369	-2.162931e-01
370	-2.147933e-01
371	-2.132660e-01
372	-2.117112e-01
373	-2.101291e-01
374	-2.085196e-01
375	-2.068829e-01
376	-2.052190e-01
377	-2.035279e-01
378	-2.018099e-01
379	-2.000649e-01
380	-1.982930e-01
381	-1.964943e-01
382	-1.946689e-01
383	-1.928170e-01
384	-1.909386e-01
385	-1.890338e-01
386	-1.871027e-01
387	-1.851455e-01
388	-1.831624e-01
389	-1.811533e-01
390	-1.791186e-01
391	-1.770582e-01
392	-1.749723e-01
393	-1.728612e-01
394	-1.707248e-01
395	-1.685634e-01
396	-1.663772e-01
397	-1.641662e-01
398	-1.619306e-01
399	-1.596706e-01
400	-1.573863e-01
401	-1.550779e-01
402	-1.527457e-01
403	-1.503897e-01
404	-1.480102e-01
405	-1.456073e-01
406	-1.431813e-01
407	-1.407323e-01
408	-1.382606e-01
409	-1.357663e-01
410	-1.332496e-01
411	-1.307108e-01
412	-1.281500e-01
413	-1.255675e-01
414	-1.229635e-01
415	-1.203381e-01
416	-1.176917e-01
417	-1.150245e-01
418	-1.123366e-01
419	-1.096283e-01
420	-1.069000e-01
421	-1.041517e-01
422	-1.013839e-01
423	-9.859666e-02
424	-9.579030e-02
425	-9.296506e-02
426	-9.012119e-02
427	-8.725893e-02
428	-8.437855e-02
429	-8.148029e-02
430	-7.856442e-02
431	-7.563121e-02
432	-7.268093e-02
433	-6.971386e-02
434	-6.673028e-02
435	-6.373048e-02
436	-6.071476e-02
437	-5.768339e-02
438	-5.463668e-02
439	-5.157490e-02
440	-4.849836e-02
441	-4.540733e-02
442	-4.230210e-02
443	-3.918296e-02
444	-3.605020e-02
445	-3.290410e-02
446	-2.974498e-02
447	-2.657313e-02
448	-2.338885e-02
449	-2.019247e-02
450	-1.698429e-02
451	-1.376463e-02
452	-1.053382e-02
453	-7.292178e-03
454	-4.040018e-03
455	-7.776593e-04
456	2.494584e-03
457	5.776399e-03
458	9.067474e-03
459	1.236750e-02
460	1.567615e-02
461	1.899312e-02
462	2.231808e-02
463	2.565071e-02
464	2.899068e-02
465	3.233764e-02
466	3.569128e-02
467	3.905123e-02
468	4.241718e-02
469	4.578877e-02
470	4.916568e-02
471	5.254757e-02
472	5.593412e-02
473	5.932499e-02
474	6.271986e-02
475	6.611840e-02
476	6.952027e-02
477	7.292516e-02
478	7.633271e-02
479	7.974258e-02
480	8.315442e-02
481	8.656790e-02
482	8.998265e-02
483	9.339832e-02
484	9.681457e-02
485	1.002311e-01
486	1.036474e-01
487	1.070634e-01
488	1.104785e-01
489	1.138926e-01
490	1.173052e-01
491	1.207160e-01
492	1.241247e-01
493	1.275310e-01
494	1.309346e-01
495	1.343350e-01
496	1.377319e-01
497	1.411251e-01
498	1.445141e-01
499	1.478985e-01
500	1.512781e-01
501	1.546525e-01
502	1.580213e-01
503	1.613843e-01
504	1.647411e-01
505	1.680913e-01
506	1.714346e-01
507	1.747708e-01
508	1.780994e-01
509	1.814202e-01
510	1.847327e-01
511	1.880367e-01
512	1.913319e-01
513	1.946177e-01
514	1.978940e-01
515	2.011604e-01
516	2.044166e-01
517	2.076621e-01
518	2.108967e-01
519	2.141200e-01
520	2.173318e-01
521	2.205316e-01
522	2.237193e-01
523	2.268944e-01
524	2.300567e-01
525	2.332058e-01
526	2.363414e-01
527	2.394632e-01
528	2.425707e-01
529	2.456638e-01
530	2.487420e-01
531	2.518051e-01
532	2.548526e-01
533	2.578843e-01
534	2.608999e-01
535	2.638991e-01
536	2.668814e-01
537	2.698468e-01
538	2.727947e-01
539	2.757250e-01
540	2.786373e-01
541	2.815314e-01
542	2.844068e-01
543	2.872633e-01
544	2.901006e-01
545	2.929182e-01
546	2.957161e-01
547	2.984937e-01
548	3.012508e-01
549	3.039871e-01
550	3.067023e-01
551	3.093961e-01
552	3.120682e-01
553	3.147183e-01
554	3.173461e-01
555	3.199514e-01
556	3.225338e-01
557	3.250931e-01
558	3.276289e-01
559	3.301409e-01
560	3.326290e-01
561	3.350926e-01
562	3.375316e-01
563	3.399457e-01
564	3.423345e-01
565	3.446979e-01
566	3.470354e-01
567	3.493469e-01
568	3.516321e-01
569	3.538907e-01
570	3.561224e-01
571	3.583271e-01
572	3.605043e-01
573	3.626539e-01
574	3.647755e-01
575	3.668689e-01
576	3.689338e-01
577	3.709700e-01
578	3.729772e-01
579	3.749551e-01
580	3.769034e-01
581	3.788220e-01
582	3.807105e-01
583	3.825687e-01
584	3.843965e-01
585	3.861935e-01
586	3.879596e-01
587	3.896944e-01
588	3.913978e-01
589	3.930695e-01
590	3.947093e-01
591	3.963168e-01
592	3.978920e-01
593	3.994345e-01
594	4.009442e-01
595	4.024208e-01
596	4.038640e-01
597	4.052737e-01
598	4.066498e-01
599	4.079919e-01
600	4.092999e-01
601	4.105736e-01
602	4.118128e-01
603	4.130173e-01
604	4.141869e-01
605	4.153215e-01
606	4.164208e-01
607	4.174846e-01
608	4.185127e-01
609	4.195050e-01
610	4.204612e-01
611	4.213813e-01
612	4.222649e-01
613	4.231120e-01
614	4.239223e-01
615	4.246958e-01
616	4.254322e-01
617	4.261315e-01
618	4.267934e-01
619	4.274179e-01
620	4.280046e-01
621	4.285536e-01
622	4.290646e-01
623	4.295375e-01
